region,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,bottom,top,lower,upper,central_lower,central_upper
North West,2020-09-19,,estimate,0.068,0.068,0.009,,,,,,,0.053,0.083,0.061,0.073,0.067,0.072
Scotland,2020-09-26,,estimate,0.068,0.068,0.01,,,,,,,0.053,0.085,0.061,0.074,0.066,0.071
London,2020-09-26,,estimate,0.068,0.068,0.011,,,,,,,0.05,0.088,0.06,0.075,0.063,0.069
Scotland,2020-09-14,,estimate,0.068,0.069,0.01,,,,,,,0.052,0.085,0.061,0.074,0.067,0.072
England,2020-09-17,,estimate,0.068,0.069,0.011,,,,,,,0.052,0.086,0.061,0.074,0.063,0.068
London,2020-09-18,,estimate,0.068,0.069,0.015,,,,,,,0.046,0.093,0.054,0.074,0.064,0.071
North West,2020-09-07,,estimate,0.069,0.068,0.009,,,,,,,0.052,0.083,0.063,0.075,0.068,0.072
North West,2020-09-12,,estimate,0.069,0.069,0.008,,,,,,,0.055,0.081,0.064,0.075,0.067,0.071
North West,2020-09-13,,estimate,0.069,0.069,0.008,,,,,,,0.056,0.083,0.064,0.075,0.068,0.072
North West,2020-09-18,,estimate,0.069,0.069,0.009,,,,,,,0.053,0.083,0.062,0.074,0.067,0.071
North West,2020-09-06,,estimate,0.069,0.069,0.01,,,,,,,0.053,0.084,0.063,0.076,0.068,0.072
North East and Yorkshire,2020-09-13,,estimate,0.069,0.069,0.01,,,,,,,0.053,0.085,0.063,0.076,0.07,0.075
England,2020-09-25,,estimate,0.069,0.069,0.01,,,,,,,0.053,0.087,0.062,0.076,0.068,0.073
East of England,2020-09-28,,estimate,0.07,0.07,0.007,0.058,0.065,0.068,0.072,0.075,0.082,,,,,,
North West,2020-09-14,,estimate,0.07,0.07,0.008,,,,,,,0.056,0.083,0.064,0.075,0.068,0.072
North West,2020-09-17,,estimate,0.07,0.07,0.009,,,,,,,0.054,0.085,0.063,0.075,0.067,0.071
North West,2020-09-16,,estimate,0.07,0.07,0.009,,,,,,,0.055,0.085,0.064,0.076,0.067,0.072
North West,2020-09-15,,estimate,0.07,0.07,0.009,,,,,,,0.056,0.084,0.064,0.075,0.068,0.072
Midlands,2020-09-20,,estimate,0.07,0.07,0.012,,,,,,,0.051,0.089,0.06,0.075,0.07,0.075
South West,2020-09-15,,estimate,0.07,0.07,0.014,,,,,,,0.047,0.092,0.061,0.079,0.068,0.075
East of England,2020-09-20,,estimate,0.07,0.071,0.008,0.059,0.065,0.068,0.072,0.075,0.086,,,,,,
United Kingdom,2020-09-17,,estimate,0.07,0.071,0.01,,,,,,,0.054,0.088,0.063,0.076,0.067,0.072
North West,2020-09-05,,estimate,0.071,0.07,0.01,,,,,,,0.054,0.086,0.066,0.079,0.068,0.072
United Kingdom,2020-09-25,,estimate,0.071,0.071,0.01,,,,,,,0.055,0.087,0.064,0.077,0.069,0.073
London,2020-09-25,,estimate,0.071,0.071,0.012,,,,,,,0.052,0.091,0.063,0.079,0.072,0.078
South West,2020-10-02,,estimate,0.071,0.071,0.013,,,,,,,0.05,0.092,0.062,0.079,0.071,0.077
England,2020-09-18,,estimate,0.071,0.072,0.011,,,,,,,0.054,0.09,0.061,0.075,0.064,0.069
South East,2020-09-17,,estimate,0.071,0.072,0.014,,,,,,,0.05,0.096,0.063,0.082,0.066,0.073
London,2020-09-19,,estimate,0.071,0.072,0.015,,,,,,,0.048,0.095,0.058,0.079,0.066,0.074
East of England,2020-09-27,,estimate,0.072,0.072,0.008,0.06,0.067,0.07,0.074,0.077,0.085,,,,,,
Scotland,2020-09-15,,estimate,0.072,0.072,0.01,,,,,,,0.055,0.089,0.064,0.077,0.07,0.075
Scotland,2020-09-25,,estimate,0.072,0.072,0.01,,,,,,,0.057,0.089,0.065,0.078,0.068,0.073
England,2020-09-24,,estimate,0.072,0.072,0.011,,,,,,,0.055,0.09,0.064,0.078,0.073,0.078
Midlands,2020-09-29,,estimate,0.072,0.072,0.012,,,,,,,0.051,0.091,0.064,0.079,0.069,0.075
Northern Ireland,2020-10-02,,estimate,0.072,0.072,0.012,,,,,,,0.053,0.091,0.065,0.08,0.068,0.073
East of England,2020-09-21,,estimate,0.072,0.073,0.009,0.06,0.067,0.07,0.074,0.078,0.088,,,,,,
North East and Yorkshire,2020-09-26,,estimate,0.073,0.073,0.011,,,,,,,0.055,0.09,0.065,0.079,0.069,0.073
South East,2020-09-30,,estimate,0.073,0.073,0.012,,,,,,,0.052,0.092,0.065,0.081,0.071,0.077
London,2020-09-24,,estimate,0.073,0.073,0.012,,,,,,,0.053,0.093,0.065,0.082,0.071,0.077
Northern Ireland,2020-09-14,,estimate,0.073,0.073,0.012,,,,,,,0.054,0.093,0.066,0.082,0.069,0.075
East of England,2020-09-26,,estimate,0.073,0.074,0.008,0.062,0.068,0.071,0.075,0.078,0.087,,,,,,
England,2020-09-19,,estimate,0.073,0.074,0.011,,,,,,,0.055,0.092,0.063,0.078,0.068,0.073
United Kingdom,2020-09-18,,estimate,0.073,0.074,0.011,,,,,,,0.056,0.09,0.064,0.078,0.069,0.074
East of England,2020-09-22,,estimate,0.074,0.074,0.009,0.062,0.068,0.071,0.076,0.079,0.09,,,,,,
United Kingdom,2020-09-24,,estimate,0.074,0.074,0.01,,,,,,,0.058,0.091,0.066,0.08,0.071,0.076
England,2020-09-23,,estimate,0.074,0.074,0.011,,,,,,,0.056,0.092,0.065,0.08,0.072,0.078
London,2020-09-20,,estimate,0.074,0.074,0.015,,,,,,,0.051,0.098,0.063,0.084,0.068,0.076
East of England,2020-09-25,,estimate,0.074,0.075,0.008,0.063,0.069,0.073,0.076,0.08,0.089,,,,,,
East of England,2020-09-23,,estimate,0.074,0.075,0.008,0.063,0.069,0.073,0.077,0.08,0.09,,,,,,
England,2020-09-20,,estimate,0.074,0.075,0.012,,,,,,,0.056,0.094,0.065,0.08,0.07,0.076
East of England,2020-09-24,,estimate,0.075,0.075,0.008,0.063,0.069,0.073,0.077,0.08,0.09,,,,,,
North East and Yorkshire,2020-09-14,,estimate,0.075,0.075,0.01,,,,,,,0.059,0.091,0.067,0.08,0.073,0.078
Scotland,2020-09-24,,estimate,0.075,0.075,0.01,,,,,,,0.059,0.092,0.07,0.083,0.071,0.076
England,2020-09-22,,estimate,0.075,0.075,0.011,,,,,,,0.055,0.093,0.066,0.081,0.072,0.078
Scotland,2020-09-16,,estimate,0.075,0.075,0.011,,,,,,,0.058,0.093,0.066,0.08,0.072,0.077
Midlands,2020-09-21,,estimate,0.075,0.075,0.012,,,,,,,0.055,0.094,0.064,0.081,0.074,0.08
London,2020-09-23,,estimate,0.075,0.075,0.013,,,,,,,0.052,0.094,0.066,0.084,0.074,0.081
London,2020-09-21,,estimate,0.075,0.075,0.014,,,,,,,0.051,0.097,0.066,0.087,0.073,0.08
United Kingdom,2020-09-19,,estimate,0.075,0.076,0.011,,,,,,,0.058,0.093,0.068,0.083,0.072,0.077
England,2020-09-21,,estimate,0.075,0.076,0.012,,,,,,,0.057,0.094,0.066,0.081,0.072,0.078
United Kingdom,2020-09-23,,estimate,0.076,0.076,0.011,,,,,,,0.059,0.093,0.067,0.081,0.073,0.078
Midlands,2020-09-28,,estimate,0.076,0.076,0.012,,,,,,,0.056,0.096,0.068,0.084,0.074,0.079
London,2020-09-22,,estimate,0.076,0.076,0.014,,,,,,,0.053,0.097,0.067,0.086,0.074,0.081
United Kingdom,2020-09-20,,estimate,0.077,0.077,0.011,,,,,,,0.059,0.095,0.068,0.083,0.073,0.079
United Kingdom,2020-09-22,,estimate,0.077,0.077,0.011,,,,,,,0.06,0.096,0.07,0.085,0.073,0.078
Scotland,2020-09-17,,estimate,0.077,0.078,0.011,,,,,,,0.06,0.096,0.069,0.083,0.073,0.078
United Kingdom,2020-09-21,,estimate,0.077,0.078,0.011,,,,,,,0.06,0.096,0.07,0.085,0.072,0.078
Scotland,2020-09-23,,estimate,0.078,0.078,0.01,,,,,,,0.061,0.094,0.072,0.086,0.072,0.077
Midlands,2020-09-22,,estimate,0.078,0.078,0.012,,,,,,,0.058,0.098,0.068,0.085,0.076,0.082
North East and Yorkshire,2020-09-25,,estimate,0.079,0.079,0.011,,,,,,,0.061,0.097,0.071,0.086,0.077,0.082
South East,2020-09-29,,estimate,0.079,0.079,0.012,,,,,,,0.059,0.099,0.072,0.088,0.076,0.082
South West,2020-10-01,,estimate,0.079,0.079,0.013,,,,,,,0.058,0.101,0.07,0.088,0.078,0.085
Midlands,2020-09-27,,estimate,0.079,0.079,0.013,,,,,,,0.059,0.1,0.071,0.086,0.076,0.082
Scotland,2020-09-18,,estimate,0.079,0.08,0.011,,,,,,,0.062,0.099,0.07,0.085,0.075,0.08
North East and Yorkshire,2020-09-15,,estimate,0.08,0.08,0.011,,,,,,,0.062,0.097,0.073,0.087,0.076,0.082
Scotland,2020-09-22,,estimate,0.08,0.08,0.011,,,,,,,0.064,0.099,0.072,0.086,0.076,0.081
Scotland,2020-09-19,,estimate,0.08,0.081,0.011,,,,,,,0.063,0.1,0.073,0.088,0.076,0.082
South East,2020-09-18,,estimate,0.08,0.081,0.015,,,,,,,0.057,0.105,0.069,0.089,0.075,0.082
Scotland,2020-09-21,,estimate,0.081,0.081,0.011,,,,,,,0.065,0.1,0.073,0.087,0.077,0.082
Midlands,2020-09-23,,estimate,0.081,0.081,0.013,,,,,,,0.059,0.101,0.072,0.089,0.077,0.083
Midlands,2020-09-26,,estimate,0.081,0.081,0.013,,,,,,,0.061,0.103,0.074,0.09,0.077,0.083
Scotland,2020-09-20,,estimate,0.081,0.082,0.011,,,,,,,0.063,0.099,0.074,0.088,0.078,0.083
Northern Ireland,2020-09-15,,estimate,0.081,0.082,0.012,,,,,,,0.061,0.101,0.073,0.089,0.077,0.083
South West,2020-09-16,,estimate,0.081,0.082,0.015,,,,,,,0.057,0.104,0.071,0.09,0.079,0.087
Northern Ireland,2020-10-01,,estimate,0.082,0.082,0.012,,,,,,,0.063,0.102,0.074,0.09,0.078,0.084
Midlands,2020-09-25,,estimate,0.082,0.082,0.013,,,,,,,0.061,0.103,0.073,0.09,0.076,0.082
Midlands,2020-09-24,,estimate,0.082,0.082,0.013,,,,,,,0.062,0.104,0.073,0.09,0.077,0.084
North East and Yorkshire,2020-09-24,,estimate,0.085,0.085,0.011,,,,,,,0.066,0.103,0.077,0.093,0.081,0.087
North East and Yorkshire,2020-09-16,,estimate,0.085,0.085,0.011,,,,,,,0.068,0.104,0.078,0.093,0.083,0.088
South East,2020-09-28,,estimate,0.086,0.086,0.012,,,,,,,0.066,0.106,0.078,0.094,0.082,0.088
South West,2020-09-30,,estimate,0.087,0.087,0.013,,,,,,,0.066,0.109,0.078,0.096,0.086,0.093
South East,2020-09-19,,estimate,0.088,0.089,0.015,,,,,,,0.063,0.112,0.077,0.097,0.085,0.092
North East and Yorkshire,2020-09-23,,estimate,0.089,0.09,0.012,,,,,,,0.069,0.108,0.081,0.097,0.085,0.091
North East and Yorkshire,2020-09-17,,estimate,0.089,0.09,0.012,,,,,,,0.07,0.108,0.08,0.096,0.088,0.093
Northern Ireland,2020-09-16,,estimate,0.09,0.09,0.013,,,,,,,0.069,0.11,0.081,0.097,0.085,0.091
South East,2020-09-27,,estimate,0.091,0.091,0.012,,,,,,,0.071,0.111,0.085,0.101,0.088,0.094
Northern Ireland,2020-09-30,,estimate,0.092,0.092,0.012,,,,,,,0.072,0.112,0.084,0.1,0.092,0.098
South West,2020-09-17,,estimate,0.092,0.092,0.015,,,,,,,0.067,0.116,0.081,0.102,0.091,0.099
North East and Yorkshire,2020-09-18,,estimate,0.093,0.093,0.012,,,,,,,0.072,0.112,0.083,0.1,0.089,0.095
North East and Yorkshire,2020-09-22,,estimate,0.093,0.093,0.012,,,,,,,0.073,0.114,0.085,0.101,0.091,0.097
South West,2020-09-29,,estimate,0.095,0.095,0.013,,,,,,,0.073,0.117,0.086,0.103,0.094,0.1
North East and Yorkshire,2020-09-19,,estimate,0.095,0.095,0.013,,,,,,,0.074,0.116,0.087,0.104,0.09,0.096
North East and Yorkshire,2020-09-21,,estimate,0.095,0.095,0.013,,,,,,,0.075,0.116,0.084,0.101,0.091,0.097
South East,2020-09-20,,estimate,0.095,0.095,0.015,,,,,,,0.07,0.12,0.084,0.104,0.09,0.098
South East,2020-09-26,,estimate,0.096,0.096,0.012,,,,,,,0.076,0.116,0.089,0.105,0.092,0.098
North East and Yorkshire,2020-09-20,,estimate,0.096,0.096,0.013,,,,,,,0.074,0.116,0.089,0.106,0.093,0.099
Northern Ireland,2020-09-17,,estimate,0.097,0.098,0.013,,,,,,,0.077,0.118,0.089,0.105,0.092,0.098
South East,2020-09-21,,estimate,0.099,0.099,0.015,,,,,,,0.076,0.125,0.09,0.109,0.096,0.103
Northern Ireland,2020-09-29,,estimate,0.1,0.1,0.012,,,,,,,0.08,0.121,0.092,0.109,0.098,0.104
South East,2020-09-25,,estimate,0.1,0.1,0.013,,,,,,,0.079,0.121,0.092,0.109,0.099,0.105
South West,2020-09-18,,estimate,0.101,0.102,0.016,,,,,,,0.077,0.127,0.088,0.109,0.098,0.106
South East,2020-09-24,,estimate,0.102,0.102,0.013,,,,,,,0.081,0.124,0.093,0.111,0.099,0.106
South East,2020-09-22,,estimate,0.102,0.102,0.014,,,,,,,0.078,0.125,0.092,0.111,0.099,0.106
South West,2020-09-28,,estimate,0.103,0.103,0.013,,,,,,,0.082,0.125,0.094,0.111,0.104,0.11
South East,2020-09-23,,estimate,0.103,0.103,0.014,,,,,,,0.08,0.125,0.096,0.114,0.101,0.107
Northern Ireland,2020-09-18,,estimate,0.105,0.105,0.013,,,,,,,0.084,0.126,0.096,0.112,0.101,0.107
Northern Ireland,2020-09-28,,estimate,0.108,0.108,0.013,,,,,,,0.086,0.128,0.099,0.116,0.106,0.112
South West,2020-09-27,,estimate,0.109,0.11,0.013,,,,,,,0.088,0.131,0.101,0.118,0.105,0.111
South West,2020-09-19,,estimate,0.11,0.11,0.016,,,,,,,0.083,0.135,0.097,0.118,0.105,0.113
Northern Ireland,2020-09-19,,estimate,0.111,0.111,0.013,,,,,,,0.091,0.133,0.102,0.119,0.103,0.109
Northern Ireland,2020-09-27,,estimate,0.114,0.114,0.013,,,,,,,0.093,0.135,0.105,0.123,0.109,0.115
South West,2020-09-26,,estimate,0.115,0.116,0.013,,,,,,,0.094,0.137,0.107,0.125,0.11,0.116
Northern Ireland,2020-09-20,,estimate,0.116,0.117,0.013,,,,,,,0.097,0.138,0.108,0.124,0.111,0.118
South West,2020-09-20,,estimate,0.116,0.117,0.016,,,,,,,0.09,0.142,0.107,0.128,0.112,0.119
Northern Ireland,2020-09-26,,estimate,0.119,0.119,0.013,,,,,,,0.099,0.14,0.109,0.126,0.115,0.121
South West,2020-09-25,,estimate,0.12,0.12,0.014,,,,,,,0.098,0.143,0.111,0.129,0.119,0.125
Northern Ireland,2020-09-21,,estimate,0.121,0.121,0.013,,,,,,,0.1,0.141,0.113,0.129,0.119,0.125
South West,2020-09-21,,estimate,0.121,0.121,0.015,,,,,,,0.095,0.146,0.111,0.131,0.116,0.123
Northern Ireland,2020-09-25,,estimate,0.122,0.123,0.013,,,,,,,0.101,0.142,0.114,0.131,0.12,0.126
South West,2020-09-24,,estimate,0.123,0.123,0.014,,,,,,,0.099,0.145,0.116,0.135,0.121,0.127
Northern Ireland,2020-09-22,,estimate,0.124,0.124,0.013,,,,,,,0.103,0.144,0.115,0.132,0.122,0.128
South West,2020-09-22,,estimate,0.124,0.124,0.015,,,,,,,0.098,0.147,0.115,0.134,0.119,0.126
Northern Ireland,2020-09-24,,estimate,0.124,0.125,0.013,,,,,,,0.104,0.145,0.117,0.134,0.118,0.124
Northern Ireland,2020-09-23,,estimate,0.125,0.125,0.013,,,,,,,0.105,0.146,0.116,0.132,0.118,0.124
South West,2020-09-23,,estimate,0.125,0.125,0.015,,,,,,,0.1,0.148,0.115,0.134,0.123,0.13
